run_id,batch_id,batch_rank,row_rank_in_batch,capture_id,review_id,evidence_id,product_id,product_name,priority_tier,capture_priority_score,lineage_span_label,vintage_label,source_domain,source_url,source_title,source_type,photo_role_priority,capture_surface_order,crop_target,review_surface_hint,private_page_screenshot_path,private_wrapper_front_crop_path,private_wrapper_back_or_side_crop_path,private_ingredient_panel_crop_path,private_nutrition_panel_crop_path,private_net_weight_crop_path,private_maker_or_date_crop_path,screenshot_hash,crop_hashes,package_surface_visible,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,manufacturer_or_distributor_visible,date_or_lot_cue_visible,text_readable_for_ocr,ocr_route,rights_review_status,publication_image_policy,next_action,candidate_only,manual_verified
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,1,cwa_capture_round_c0a05285a046,cwa_panel_review_butterfinger_bar_a664c8a1bc,cwa_item_triage_butterfinger_bar_5785e88263,butterfinger_bar,Butterfinger Bar,dense_lineage_first,216,1930s-2009,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,1930s Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,2,cwa_capture_round_35e90cf639af,cwa_panel_review_butterfinger_bar_dbb586d162,cwa_item_triage_butterfinger_bar_68efbe7b19,butterfinger_bar,Butterfinger Bar,dense_lineage_first,215,1930s-2009,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,1936 Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,3,cwa_capture_round_e5e82e38a474,cwa_panel_review_butterfinger_bar_65aab9c2be,cwa_item_triage_butterfinger_bar_2f332a9dd7,butterfinger_bar,Butterfinger Bar,dense_lineage_first,214,1930s-2009,1950,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,1950 Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,4,cwa_capture_round_e2b147128c03,cwa_panel_review_butterfinger_bar_8f28cb8147,cwa_item_triage_butterfinger_bar_a172a7e8d6,butterfinger_bar,Butterfinger Bar,dense_lineage_first,203,1930s-2009,1964,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1964-butterfinger/,1964 Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,5,cwa_capture_round_b80bc9e89430,cwa_panel_review_butterfinger_bar_047d7f5c34,cwa_item_triage_butterfinger_bar_2e6e39dbff,butterfinger_bar,Butterfinger Bar,dense_lineage_first,202,1930s-2009,1975,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1975-butterfinger/,1975 Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,6,cwa_capture_round_6ca20b3fe628,cwa_panel_review_butterfinger_bar_7bd479f755,cwa_item_triage_butterfinger_bar_e1644c072c,butterfinger_bar,Butterfinger Bar,dense_lineage_first,201,1930s-2009,1980s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1980s-butterfinger/,1980s Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,7,cwa_capture_round_d11966b5622f,cwa_panel_review_butterfinger_bar_16f6dfe828,cwa_item_triage_butterfinger_bar_b2f39e327d,butterfinger_bar,Butterfinger Bar,dense_lineage_first,190,1930s-2009,2002,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-butterfinger/,2002 Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_butterfinger_bar_54fe23ad,1,8,cwa_capture_round_a09accad1b8c,cwa_panel_review_butterfinger_bar_42a7aa09f5,cwa_item_triage_butterfinger_bar_ede8d82563,butterfinger_bar,Butterfinger Bar,dense_lineage_first,189,1930s-2009,2009,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2009-butterfinger/,2009 Butterfinger,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_reeses_peanut_butter_cups_2df61ccd,2,1,cwa_capture_round_3e923b85cbf8,cwa_panel_review_reeses_peanut_butter_cups_fafa8d67b0,cwa_item_triage_reeses_peanut_butter_cups_16f603918d,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,193,1940s-2005,1940s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-reeses-bag/,1940s Reeses Bag,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
cwa-private-capture-round-1,cwa_capture_batch_reeses_peanut_butter_cups_2df61ccd,2,2,cwa_capture_round_7c32e385405e,cwa_panel_review_reeses_peanut_butter_cups_93224b64af,cwa_item_triage_reeses_peanut_butter_cups_230caf8f25,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,dense_lineage_first,182,1940s-2005,1970s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-reeses/,1970s Reeses,collection_item_candidate,ingredient_or_nutrition_panel_first; wrapper_back_or_side_second; wrapper_front_context_only,ingredient_panel; nutrition_panel; net_weight; manufacturer_or_distributor; date_or_lot_cue; wrapper_front_context,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",ingredient_or_package_text_surface,,,,,,,,,,,,,,,,,blocked_until_private_readable_panel_crop,rights_review_needed,source_link_only_no_public_image,"Open source, privately screenshot the item page, crop panel surfaces in priority order, fill private paths locally, then route only readable text crops to native OCR.",1,0
